description,assigned_team
"Request: internet access. Internet access is extremely slow during peak hours. Also, internet access is extremely slow during peak hours. Let me know what's needed.",Network
"Request: a flagged attachment. A flagged attachment that I think is a scam. Also, a flagged attachment that looks like account takeover. Let me know what's needed.",Security
"Issue. Hi, Working remotely and nothing internal will load, was fine yesterday. When can this be fixed?",Network
"Problem: the hunt group. Hi, The support hotline calls aren't reaching the queue, customers complain. Can you take a look?",Telephony
"Urgent: the ERP system. Good morning, Please install the latest version of the design suite on my machine. Also, the ERP system needs to be installed on my new laptop. Appreciate any help.",Applications
"Question. Hi team, Can't get onto the company network from home this morning. When can this be fixed?",Endpoint Management
"Help needed — the firewall rule for the payment vendor. Good morning, Reporting a colleague's account that is sending spam to the whole company. Also, the firewall rule for the payment vendor that quarantined my file. Let me know what's needed.",Security
Question about the headset for calls. Please set up a new extension and voicemail box for a new starter. Let me know what's needed.,Telephony
"Help needed — the hunt group. Hi team, The hunt group has terrible audio quality. When can this be fixed?",Telephony
"Help needed — my headset. Hey, My laptop fell and the screen is now cracked, need a replacement. Thanks in advance.",Hardware
"Hi team, I get 'you don't have permission' on a folder I used to reach. When can this be fixed?",Security
"Problem: the Oracle instance. Hello, Restoring the staging DB from yesterday's dump for a test, can you assist. Appreciate any help.",Database
Urgent: my voicemail. My voicemail has no dial tone. Let me know what's needed.,Telephony
"Urgent: the replication slave. Hello, We need an index added on the customer_id column, the report is unusable. Please advise.",Database
Help needed. I get 'you don't have permission' on a folder I used to reach. Please advise.,Security
"DNS resolution. Good morning, Dns resolution times out when I open internal sites. Also, DNS resolution loses packets intermittently.",Network
"Help needed — the softphone app. Hi, Please set up a new extension and voicemail box for a new starter. When can this be fixed?",Telephony
"Issue with the laptop fan. Hey, Requesting a second monitor and a docking station for my new desk. Appreciate any help.",Hardware
"Problem: the connection pool. Good morning, A SELECT that used to take 1s now takes 40s after the last data load. Thanks in advance.",Database
"Problem: the timesheet tool. Good morning, The timesheet tool shows the wrong totals on the report. Let me know what's needed.",Applications
"Question. Good morning, I can't log in this morning, it just keeps rejecting me. Can you take a look?",Applications
"Question. Remote access isn't working, I can't reach anything internal. Let me know what's needed.",Network
"Hello, I can't connect from home today, it just spins and never loads. This is blocking my work.",Network
"Help needed. Hi team, My password doesn't work anymore and I'm stuck outside.",Identity & Access
"Issue. Hey, Working remotely and nothing internal will load, was fine yesterday. Can you take a look?",Network
"Issue. Hi team, It says my account is locked and I can't get in. Please advise.",Applications
"Help needed. Good morning, Can't authenticate this morning, nothing I try works.",Security
"a flagged attachment. Hello, A flagged attachment that I think is a scam. Appreciate any help.",Security
"Problem: my account. Good morning, New employee starts Monday and needs accounts and group access set up. Also, my account isn't a member of the right security group. When can this be fixed?",Identity & Access
"Help needed — my keyboard. Hi team, Need the SSD upgraded, I'm constantly out of disk space on this machine. When can this be fixed?",Hardware
"Request: my security group membership. Hi team, My security group membership needs admin rights for the deployment tool. Please advise.",Identity & Access
"Not working. Hi team, Callers say I sound broken up and then the line dies. This is blocking my work.",Telephony
"Question about the production EC2 instance. Hi team, Staging environment is down after the last deploy, can you roll it back. Also, the production EC2 instance is stuck in 'pending'. This is blocking my work.",Cloud & Infrastructure
"Issue with the Kubernetes cluster. Staging environment is down after the last deploy, can you roll it back. Thanks in advance.",Cloud & Infrastructure
"Urgent. Hi team, Response times are awful today and it keeps stalling. Can you take a look?",Network
"Urgent. Hello, Remote access isn't working, I can't reach anything internal. When can this be fixed?",Network
"Not working. Hey, It says access denied when I try to open the team folder. Thanks in advance.",Identity & Access
"Question about internet access. Hey, Internet access keeps dropping every few minutes. When can this be fixed?",Network
"Help needed — the shared mailbox. Hi, The shared mailbox shows duplicate appointments. When can this be fixed?",Email & Collaboration
"Issue with the autoscaling group. Hi team, The autoscaling group returns 503 behind the load balancer. Appreciate any help.",Cloud & Infrastructure
"Hello, My laptop won't turn on this morning, nothing happens at all. Thanks in advance.",Hardware
"Urgent: the staging environment. Hey, The staging environment won't scale up under load. Appreciate any help.",Cloud & Infrastructure
"Request: my voicemail. Hi, Please set up a new extension and voicemail box for a new starter. Can you take a look?",Telephony
"Issue. This email seems fishy and wants my credentials, what do I do. Appreciate any help.",Security
"Question about my security group membership. Hey, Offboarding: please disable all access for an employee who left today. Also, my security group membership needs to be provisioned for a new hire starting Monday.",Identity & Access
"Hey, Laptop restarts on its own in the middle of my work. This is blocking my work.",Hardware
It won't accept my credentials since the weekend. Please advise.,Applications
"Problem: the Azure VM. Hello, Please provision a new VM with 16GB RAM for the data team's pipeline. Can you take a look?",Cloud & Infrastructure
Request: the timesheet tool. The timesheet tool freezes when exporting to Excel. When can this be fixed?,Applications
"Hi team, It says access denied when I try to open the team folder. Let me know what's needed.",Security
"Not working. Hello, The audio is terrible on calls, lots of echo and cutting out. When can this be fixed?",Telephony
"Question about the CI/CD runner. Hi, The ci/cd runner needs more memory provisioned. Also, the CI/CD runner returns 503 behind the load balancer. Appreciate any help.",Cloud & Infrastructure
"Urgent. Hi, Laptop restarts on its own in the middle of my work. Let me know what's needed.",Endpoint Management
"Request: internet access. Hi, Internet access keeps dropping every few minutes. This is blocking my work.",Network
"the external monitor. Hi, The external monitor screen flickers constantly. When can this be fixed?",Hardware
"disk encryption (BitLocker). Hey, Disk encryption (bitlocker) failed to install and rolled back. Also, disk encryption (BitLocker) is stuck at 0% and won't finish. Please advise.",Endpoint Management
"Request: the laptop battery. Hi, Requesting a second monitor and a docking station for my new desk. Can you take a look?",Hardware
"the production EC2 instance. Hello, The production ec2 instance won't scale up under load. Also, the production EC2 instance is stuck in 'pending'. Let me know what's needed.",Cloud & Infrastructure
"Help needed — the production EC2 instance. Good morning, Requesting a new S3 bucket with read-only access for the analytics group. Also, the production EC2 instance is stuck in 'pending'. When can this be fixed?",Cloud & Infrastructure
"Issue with the VLAN on floor 3. Hi team, The vlan on floor 3 won't connect at all. Let me know what's needed.",Network
"Problem. Hello, Performance is terrible right now, everyone is complaining. When can this be fixed?",Database
"my security group membership. Hi team, My security group membership lost access after the reorg. Also, my security group membership needs read access to the finance share. Appreciate any help.",Identity & Access
Problem. Laptop restarts on its own in the middle of my work.,Endpoint Management
"Urgent. Hi, The system throws an error every time I try to save. Please advise.",Database
"Question about the data warehouse. Good morning, Restoring the staging DB from yesterday's dump for a test, can you assist. Can you take a look?",Database
"Urgent: the VLAN on floor 3. The vlan on floor 3 can't reach the 10.x.x.x subnet. Also, the VLAN on floor 3 keeps dropping every few minutes. When can this be fixed?",Network
"Urgent: the company VPN client install. Good morning, The company vpn client install won't enroll my new device.",Endpoint Management
"Hello, Can't get onto the company network from home this morning. When can this be fixed?",Security
"Help needed — my voicemail. Hi team, Need my desk phone calls forwarded to my mobile while I travel next week. Please advise.",Telephony
Question. Pages and reports hang for ages before anything shows up. Thanks in advance.,Network
"Problem: the accounting software. The ERP rejects my purchase order with a validation error every time. Also, the accounting software needs to be installed on my new laptop. Thanks in advance.",Applications
"Issue with the data warehouse. Hey, Restoring the staging DB from yesterday's dump for a test, can you assist. Let me know what's needed.",Database
"the management policy. Hi team, The management policy is forcing a restart in the middle of meetings. This is blocking my work.",Endpoint Management
"Good morning, Everything is really slow today, the whole floor is affected.",Cloud & Infrastructure
"Urgent: the VLAN on floor 3. Port on the wall jack at desk B-12 seems dead, no link light. Let me know what's needed.",Network
"the DLP policy. Hey, The dlp policy that I think is a scam. Also, the DLP policy that I think is a scam. Let me know what's needed.",Security
"Urgent: access to the finance folder. Good morning, Offboarding: please disable all access for an employee who left today. This is blocking my work.",Identity & Access
"my keyboard. Hey, The printer on the 2nd floor keeps jamming on every print job. Thanks in advance.",Hardware
a stored procedure. A stored procedure hasn't completed since 2am. This is blocking my work.,Database
"Problem: the company signature. Hello, The company signature lost access for half the team.",Email & Collaboration
"Request: a possible malware infection. Hi, Got an alert that someone signed into my account from Brazil at 3am. Also, a possible malware infection blocking a legitimate vendor. Please advise.",Security
"Urgent: the internal HR portal. Please install the latest version of the design suite on my machine. Also, the internal HR portal says my license has expired.",Applications
"Hi team, I can't make or receive any calls since this morning. Can you take a look?",Telephony
"Issue. Hi team, I got a weird email asking me to log in and confirm my password. Can you take a look?",Email & Collaboration
"Issue. Hey, People can't reach me and my calls keep dropping after a second. Appreciate any help.",Telephony
"the shared drive permissions. Hi team, The shared drive permissions needs to be provisioned for a new hire starting Monday. Also, the shared drive permissions needs to be provisioned for a new hire starting Monday. Can you take a look?",Identity & Access
"Request: the SharePoint site. Good morning, Cannot book the 5th floor meeting room, it doesn't appear in the room list. Also, the SharePoint site shows the wrong free/busy status. This is blocking my work.",Email & Collaboration
"Issue with my keyboard. Hi, My keyboard has several dead pixels. Please advise.",Hardware
"Hi, Working remotely and nothing internal will load, was fine yesterday. Appreciate any help.",Endpoint Management
"Issue. Hey, Performance is terrible right now, everyone is complaining. Appreciate any help.",Network
"Help needed. Hello, I got a weird email asking me to log in and confirm my password. Thanks in advance.",Email & Collaboration
"Hey, The system throws an error every time I try to save. Can you take a look?",Applications
"Issue with my keyboard. Good morning, The printer on the 2nd floor keeps jamming on every print job.",Hardware
"Help needed. Good morning, After this morning my laptop just isn't behaving normally. Let me know what's needed.",Endpoint Management
"Problem. Hi, Laptop restarts on its own in the middle of my work.",Hardware
"Urgent. Hi team, I can't log in this morning, it just keeps rejecting me. Let me know what's needed.",Email & Collaboration
"Issue. Good morning, Performance is terrible right now, everyone is complaining. Please advise.",Database
Help needed. My machine froze and now it won't boot properly. Please advise.,Endpoint Management
"Hey, Laptop restarts on its own in the middle of my work. Please advise.",Hardware
Pages and reports hang for ages before anything shows up. Appreciate any help.,Cloud & Infrastructure
"Help needed — the CI/CD runner. Hello, The ci/cd runner needs more memory provisioned. Thanks in advance.",Cloud & Infrastructure
"Problem: the Azure VM. Hi, The azure vm ran out of disk and crashed. Let me know what's needed.",Cloud & Infrastructure
"Question about my smartcard. Hey, My smartcard needs to be provisioned for a new hire starting Monday. Can you take a look?",Identity & Access
"Urgent: my laptop's Windows update. Good morning, Please push the standard software bundle to my freshly imaged laptop. Also, my laptop's Windows update failed to install and rolled back. Appreciate any help.",Endpoint Management
"Urgent: the VLAN on floor 3. Good morning, The vlan on floor 3 drops whenever I join a video call. Also, the VLAN on floor 3 shows 'limited connectivity'. Appreciate any help.",Network
"my smartcard. Hello, My smartcard needs read access to the finance share. Appreciate any help.",Identity & Access
"Problem. My laptop won't turn on this morning, nothing happens at all. Thanks in advance.",Hardware
"Problem: the timesheet tool. Hello, The timesheet tool shows a blank screen on the dashboard tab. Please advise.",Applications
"the DLP policy. Hey, The dlp policy blocking a legitimate vendor. Please advise.",Security
"the MFA app. Hey, The mfa app needs admin rights for the deployment tool. Also, the MFA app needs read access to the finance share.",Identity & Access
"Problem: the external monitor. Hi team, Requesting a second monitor and a docking station for my new desk. Please advise.",Hardware
"Question about the antivirus alert. Hi team, The antivirus alert that quarantined my file. Also, the antivirus alert that quarantined my file. Please advise.",Security
"Issue with the ERP system. Good morning, The erp system needs to be installed on my new laptop.",Applications
"Urgent. Hi team, Can't authenticate this morning, nothing I try works. Let me know what's needed.",Applications
"Request: the design software license. Hey, The design software license is missing the latest update. This is blocking my work.",Applications
The system throws an error every time I try to save. Let me know what's needed.,Database
"Good morning, It says my account is locked and I can't get in. Please advise.",Applications
"Issue with a suspicious login. Hi, Reporting a colleague's account that is sending spam to the whole company. Thanks in advance.",Security
"Help needed — the timesheet tool. Good morning, I need a license assigned for the analytics application for a new team member. This is blocking my work.",Applications
"Not working. Hello, Performance is terrible right now, everyone is complaining. Thanks in advance.",Cloud & Infrastructure
"Question about the VLAN on floor 3. Hi team, The vlan on floor 3 drops whenever I join a video call. Also, the VLAN on floor 3 loses packets intermittently. When can this be fixed?",Network
"Question about the SharePoint site. Hi, Cannot book the 5th floor meeting room, it doesn't appear in the room list. Can you take a look?",Email & Collaboration
"Issue. Hello, It keeps failing with an error message I don't understand. Please advise.",Applications
"Issue with the Azure VM. Good morning, Please provision a new VM with 16GB RAM for the data team's pipeline. Also, the Azure VM is stuck in 'pending'. Please advise.",Cloud & Infrastructure
"Urgent. Good morning, Something errors out whenever I open my records.",Applications
"Not working. Good morning, Working remotely and nothing internal will load, was fine yesterday. Let me know what's needed.",Endpoint Management
"Help needed — the DLP policy. Hi team, Got an alert that someone signed into my account from Brazil at 3am. Appreciate any help.",Security
"Issue with the SharePoint site. Hey, Cannot book the 5th floor meeting room, it doesn't appear in the room list. Can you take a look?",Email & Collaboration
"Question. Hey, Callers say I sound broken up and then the line dies. This is blocking my work.",Telephony
Help needed — the orders table. A SELECT that used to take 1s now takes 40s after the last data load.,Database
"Not working. Performance is terrible right now, everyone is complaining. This is blocking my work.",Cloud & Infrastructure
"Urgent. Hello, Everything is really slow today, the whole floor is affected.",Database
"the conference room phone. Hi team, Need my desk phone calls forwarded to my mobile while I travel next week. When can this be fixed?",Telephony
"Question. Hey, I can't connect from home today, it just spins and never loads. Appreciate any help.",Endpoint Management
"Problem. Hi team, Pages and reports hang for ages before anything shows up. Can you take a look?",Database
"Question about the VLAN on floor 3. Hello, The vlan on floor 3 times out when I open internal sites. Please advise.",Network
"Request: DNS resolution. Good morning, Ping to the gateway is over 300ms across the whole department.",Network
"Problem: my security group membership. My security group membership needs read access to the finance share. Also, my security group membership isn't a member of the right security group. Please advise.",Identity & Access
"Good morning, Things are crawling and timing out, was fine yesterday. When can this be fixed?",Cloud & Infrastructure
"Not working. Hi, Performance is terrible right now, everyone is complaining. Can you take a look?",Cloud & Infrastructure
"Hey, My machine froze and now it won't boot properly. Thanks in advance.",Hardware
"Help needed. Hi, It says my account is locked and I can't get in. Please advise.",Applications
Request: my calendar. My calendar shows the wrong free/busy status. When can this be fixed?,Email & Collaboration
"Urgent. Hi team, Everything is really slow today, the whole floor is affected. Let me know what's needed.",Cloud & Infrastructure
"Problem: DNS resolution. Good morning, Dns resolution won't connect at all. Appreciate any help.",Network
"Request: the design software license. Good morning, The design software license shows the wrong totals on the report. Appreciate any help.",Applications
"my account. Good morning, My account lost access after the reorg. When can this be fixed?",Identity & Access
"Hi, I'm completely locked out and can't start my day. Appreciate any help.",Security
"Hi team, Permission error opening the drive, I had access last week. Let me know what's needed.",Security
"Help needed. Hey, It won't accept my credentials since the weekend. Let me know what's needed.",Email & Collaboration
"the BI dashboard. Hi team, The ERP rejects my purchase order with a validation error every time. This is blocking my work.",Applications
"my Outlook. Good morning, Need a new shared mailbox created for the support team. Also, my Outlook isn't syncing on my phone. When can this be fixed?",Email & Collaboration
"Problem: the company VPN client install. Hi, The company vpn client install is forcing a restart in the middle of meetings. Thanks in advance.",Endpoint Management
"Help needed — a possible malware infection. Hi, A possible malware infection I received and did not expect. Can you take a look?",Security
"Issue. Hey, Working remotely and nothing internal will load, was fine yesterday. Can you take a look?",Security
"Request: the office WiFi. Hello, The office wifi has very high latency. Please advise.",Network
"the firewall rule for the payment vendor. Good morning, Got an alert that someone signed into my account from Brazil at 3am. Thanks in advance.",Security
"the new joiner's account. Hello, The new joiner's account needs read access to the finance share. Can you take a look?",Identity & Access
"Issue with my smartcard. Hello, My smartcard should be disabled, the person left. Can you take a look?",Identity & Access
"Issue with the antivirus client. Hello, After the latest patch my laptop boots to a black screen. Please advise.",Endpoint Management
"Not working. This email seems fishy and wants my credentials, what do I do. Please advise.",Email & Collaboration
"Problem. Hi, I can't make or receive any calls since this morning. When can this be fixed?",Telephony
Problem. From home I can't connect to any internal systems at all. Please advise.,Network
"Problem: the floor printer. Hello, The floor printer isn't detected when docked. Also, the floor printer is overheating and very loud. Appreciate any help.",Hardware
"Urgent: the hunt group. Good morning, The hunt group needs to be forwarded to my mobile. When can this be fixed?",Telephony
"Hello, Getting an unexpected error and I can't continue with my task. Thanks in advance.",Applications
"Not working. Hello, From home I can't connect to any internal systems at all. Appreciate any help.",Endpoint Management
"Problem: the connection pool. Hi, Last night's backup failed with an I/O error and didn't retry. Also, the connection pool shows replication lag of several hours. When can this be fixed?",Database
"Urgent: my Outlook. Hi team, My sent items are missing after the mailbox migration last weekend. Please advise.",Email & Collaboration
"Problem: the VPN. Hey, The vpn can't reach the 10.x.x.x subnet. Also, the VPN won't connect at all.",Network
"Problem. Good morning, Getting an unexpected error and I can't continue with my task. When can this be fixed?",Applications
"Issue with the meeting invite. Cannot book the 5th floor meeting room, it doesn't appear in the room list. Please advise.",Email & Collaboration
"the MFA app. Hi team, The mfa app needs to be provisioned for a new hire starting Monday. Can you take a look?",Identity & Access
"Question about my laptop. Good morning, The printer on the 2nd floor keeps jamming on every print job. When can this be fixed?",Hardware
"Problem: the switch in the server room. Hi, Cannot reach internal servers from the 4th floor since this morning. Let me know what's needed.",Network
"Question about the antivirus client. Hi, Windows update has been stuck installing for two days, can't use the laptop. Please advise.",Endpoint Management
"Question about a stored procedure. Hello, A stored procedure queries are timing out. Please advise.",Database
"Question. Permission error opening the drive, I had access last week.",Identity & Access
"Hello, Things are crawling and timing out, was fine yesterday. Please advise.",Cloud & Infrastructure
"Problem: my account. Hi, My account needs admin rights for the deployment tool. Also, my account needs read access to the finance share. Can you take a look?",Identity & Access
"Issue. Hello, I got a weird email asking me to log in and confirm my password. When can this be fixed?",Security
"Not working. Hey, Something errors out whenever I open my records. This is blocking my work.",Database
"the VPN. Good morning, Ping to the gateway is over 300ms across the whole department. Also, the VPN drops whenever I join a video call. Can you take a look?",Network
"Help needed — my account. Hey, New employee starts Monday and needs accounts and group access set up. Thanks in advance.",Identity & Access
"the corporate firewall. Hey, Cannot reach internal servers from the 4th floor since this morning. Let me know what's needed.",Network
"the firewall rule for the payment vendor. Hello, Reporting a colleague's account that is sending spam to the whole company. This is blocking my work.",Security
"Question about the antivirus client. Good morning, The antivirus client is stuck at 0% and won't finish. Also, the antivirus client is forcing a restart in the middle of meetings. Let me know what's needed.",Endpoint Management
Issue. Login fails every time even though I'm sure the password is right. This is blocking my work.,Security
"Problem: the management policy. Hi team, The management policy is stuck at 0% and won't finish. This is blocking my work.",Endpoint Management
"Urgent. Hi team, Can't authenticate this morning, nothing I try works. Appreciate any help.",Applications
"Urgent: the Teams channel. Hi, Need a new shared mailbox created for the support team.",Email & Collaboration
Problem: the software deployment. The software deployment is forcing a restart in the middle of meetings.,Endpoint Management
"Urgent. Hello, I can't log in this morning, it just keeps rejecting me.",Identity & Access
"Problem. Hi team, I get 'you don't have permission' on a folder I used to reach. This is blocking my work.",Security
"Not working. Hi team, My password doesn't work anymore and I'm stuck outside. Thanks in advance.",Email & Collaboration
"Issue with disk encryption (BitLocker). Hi team, My device shows as non-compliant and I lost access to email because of it. Appreciate any help.",Endpoint Management
"Question about a brute-force alert. Hi, Reporting a colleague's account that is sending spam to the whole company.",Security
"Help needed — a phishing email. Hi team, Please review whether this attachment is safe before I open it. Let me know what's needed.",Security
"Issue with the data warehouse. Hi, The data warehouse shows replication lag of several hours. This is blocking my work.",Database
"the VPN. Hello, Site-to-site tunnel between HQ and the warehouse is down. Also, the VPN can't reach the 10.x.x.x subnet. When can this be fixed?",Network
"a distribution list. Hello, Cannot book the 5th floor meeting room, it doesn't appear in the room list. When can this be fixed?",Email & Collaboration
Question. The system throws an error every time I try to save. Please advise.,Database
"the headset for calls. Hi, The headset for calls needs to be forwarded to my mobile. Can you take a look?",Telephony
"Problem. Hi, Remote access isn't working, I can't reach anything internal. Thanks in advance.",Endpoint Management
"Not working. Good morning, It takes forever to load anything since this morning. This is blocking my work.",Cloud & Infrastructure
"Not working. Hello, Laptop restarts on its own in the middle of my work. Can you take a look?",Endpoint Management
"Not working. Good morning, Performance is terrible right now, everyone is complaining. Appreciate any help.",Database
"Urgent: a stored procedure. Hi, We need an index added on the customer_id column, the report is unusable. Also, a stored procedure is returning stale rows. Appreciate any help.",Database
"the laptop battery. Hello, The printer on the 2nd floor keeps jamming on every print job. Also, the laptop battery is overheating and very loud. Please advise.",Hardware
"Issue with the connection pool. Hello, The connection pool is running out of disk on the data volume. When can this be fixed?",Database
Request: my Outlook. My outlook isn't receiving external email. Appreciate any help.,Email & Collaboration
"Request: the hunt group. Hey, The support hotline calls aren't reaching the queue, customers complain. Please advise.",Telephony
"the security patch. Good morning, My device shows as non-compliant and I lost access to email because of it.",Endpoint Management
"Issue. Hi team, Response times are awful today and it keeps stalling. Let me know what's needed.",Cloud & Infrastructure
"Problem: the shared mailbox. Good morning, The shared mailbox shows the wrong free/busy status. Let me know what's needed.",Email & Collaboration
"Hi team, Massive slowdown across the board, work is barely possible.",Cloud & Infrastructure
"Issue with the corporate firewall. Good morning, The corporate firewall loses packets intermittently. Also, the corporate firewall drops whenever I join a video call. Can you take a look?",Network
"Urgent: the headset for calls. Hi team, The headset for calls drops calls after a few seconds. Thanks in advance.",Telephony
"my calendar. Hi team, My calendar isn't receiving external email. Also, my calendar lost access for half the team. Let me know what's needed.",Email & Collaboration
Request: my smartcard. My smartcard isn't a member of the right security group. This is blocking my work.,Identity & Access
"Issue with my headset. Hi, My headset has keys that stopped working. Please advise.",Hardware
"Question about my password. Good morning, My password needs admin rights for the deployment tool. Can you take a look?",Identity & Access
"Problem: the Oracle instance. Hi, A SELECT that used to take 1s now takes 40s after the last data load. When can this be fixed?",Database
Issue. After this morning my laptop just isn't behaving normally. Thanks in advance.,Hardware
"Urgent. Massive slowdown across the board, work is barely possible. Please advise.",Database
"Problem: the nightly backup job. Hi team, The nightly backup job returns 'too many connections'. Also, the nightly backup job is throwing deadlock errors. Please advise.",Database
"the VLAN on floor 3. Hi, The vlan on floor 3 times out when I open internal sites. Can you take a look?",Network
"Urgent. Hey, I can't make or receive any calls since this morning. Please advise.",Telephony
"Problem: the Oracle instance. Hi, A SELECT that used to take 1s now takes 40s after the last data load. This is blocking my work.",Database
"Issue with the conference room phone. Hi, Callers say they can hear me but I can't hear them on the softphone. Please advise.",Telephony
"Things are crawling and timing out, was fine yesterday. Can you take a look?",Cloud & Infrastructure
"Question about the orders table. Hello, The orders table shows replication lag of several hours. Also, the orders table returns 'too many connections'.",Database
"Problem: the guest network. Hello, Ping to the gateway is over 300ms across the whole department. Also, the guest network is extremely slow during peak hours. This is blocking my work.",Network
the webcam. The webcam has several dead pixels. Please advise.,Hardware
"Problem: the branch-office link. Hello, The branch-office link keeps dropping every few minutes. Can you take a look?",Network
"Problem. Hi team, Remote access isn't working, I can't reach anything internal. Can you take a look?",Network
"Problem. Hi, It won't accept my credentials since the weekend. Thanks in advance.",Email & Collaboration
"Urgent: the Kubernetes cluster. Hi, Please provision a new VM with 16GB RAM for the data team's pipeline. Can you take a look?",Cloud & Infrastructure
"Help needed — the softphone app. Hi team, Please set up a new extension and voicemail box for a new starter. When can this be fixed?",Telephony
"Help needed — the security patch. Hello, The security patch is forcing a restart in the middle of meetings. Also, the security patch won't enroll my new device. Please advise.",Endpoint Management
"Question about the meeting invite. Hi, The meeting invite isn't receiving external email. This is blocking my work.",Email & Collaboration
"Urgent. Good morning, I can't log in this morning, it just keeps rejecting me. This is blocking my work.",Email & Collaboration
Help needed — the shared drive permissions. The shared drive permissions needs admin rights for the deployment tool. When can this be fixed?,Identity & Access
"Urgent. Hey, Things are crawling and timing out, was fine yesterday. When can this be fixed?",Cloud & Infrastructure
"Issue. Hi team, It takes forever to load anything since this morning. Appreciate any help.",Network
"Help needed — the blob storage. Hello, The blob storage is running at 100% CPU. Also, the blob storage needs a new node pool added. Can you take a look?",Cloud & Infrastructure
"the accounting software. The accounting software shows a blank screen on the dashboard tab. Also, the accounting software is missing the latest update. Please advise.",Applications
"Problem: the VLAN on floor 3. Hello, Ping to the gateway is over 300ms across the whole department. Also, the VLAN on floor 3 won't connect at all. Thanks in advance.",Network
"Urgent: the MFA app. Hi team, The mfa app needs to be provisioned for a new hire starting Monday. When can this be fixed?",Identity & Access
"Urgent: the management policy. Good morning, After the latest patch my laptop boots to a black screen. Thanks in advance.",Endpoint Management
"Question about a suspicious login. Hey, A suspicious login that quarantined my file. Can you take a look?",Security
"Urgent: a distribution list. Good morning, Need a new shared mailbox created for the support team. Please advise.",Email & Collaboration
"the shared drive permissions. Hey, The shared drive permissions needs to be provisioned for a new hire starting Monday. Also, the shared drive permissions lost access after the reorg.",Identity & Access
"Issue. Hey, I can't make or receive any calls since this morning. Appreciate any help.",Telephony
"Urgent. Good morning, From home I can't connect to any internal systems at all. Can you take a look?",Security
"Not working. Hey, The screen keeps going black and I have to restart constantly. Let me know what's needed.",Hardware
"my keyboard. Hi, Requesting a second monitor and a docking station for my new desk. Appreciate any help.",Hardware
Problem: my desk phone. Callers say they can hear me but I can't hear them on the softphone.,Telephony
"Issue. Hi, Strange message landed in my inbox, not sure it's legitimate. Can you take a look?",Email & Collaboration
Something errors out whenever I open my records. This is blocking my work.,Database
"Problem. Good morning, Can't get onto the company network from home this morning. This is blocking my work.",Network
"Problem: the autoscaling group. Hi team, The production pods keep getting OOMKilled, need higher limits. Can you take a look?",Cloud & Infrastructure
"Request: the nightly backup job. Hi team, The nightly backup job hasn't completed since 2am. Let me know what's needed.",Database
"Issue with a possible malware infection. Hello, A possible malware infection that looks like account takeover. Appreciate any help.",Security
"the firewall rule for the payment vendor. Hi team, The firewall rule for the payment vendor warning me my machine is infected. Also, the firewall rule for the payment vendor that quarantined my file. Thanks in advance.",Security
"Question about the laptop fan. Hi, The laptop fan is overheating and very loud. Let me know what's needed.",Hardware
"Urgent. Hello, Something errors out whenever I open my records. Appreciate any help.",Database
"Request: the VPN. Hello, The vpn times out when I open internal sites. Appreciate any help.",Network
"the softphone app. Hello, Need my desk phone calls forwarded to my mobile while I travel next week. This is blocking my work.",Telephony
"Request: the softphone app. Good morning, Need my desk phone calls forwarded to my mobile while I travel next week. This is blocking my work.",Telephony
Help needed. It won't accept my credentials since the weekend. This is blocking my work.,Security
"Problem: my voicemail. Hi team, My voicemail isn't receiving incoming calls. Thanks in advance.",Telephony
"Help needed. Good morning, I'm being refused access to files I'm supposed to see. This is blocking my work.",Identity & Access
"my Outlook. Hey, My outlook shows the wrong free/busy status. When can this be fixed?",Email & Collaboration
"Problem: the VLAN on floor 3. Hi, The vlan on floor 3 won't connect at all. Also, the VLAN on floor 3 has very high latency. Appreciate any help.",Network
"Issue with the conference room phone. Hey, The conference room phone needs to be forwarded to my mobile.",Telephony
"Not working. Good morning, Response times are awful today and it keeps stalling. Thanks in advance.",Database
"Problem: the hunt group. The hunt group shows the wrong caller ID. Also, the hunt group drops calls after a few seconds. When can this be fixed?",Telephony
"Not working. Hello, My password doesn't work anymore and I'm stuck outside. Let me know what's needed.",Identity & Access
"Problem. Good morning, Something errors out whenever I open my records.",Applications
"Urgent: the device enrollment. Hey, The device enrollment removed an app I need for work. Let me know what's needed.",Endpoint Management
"Problem. Hello, Performance is terrible right now, everyone is complaining. Can you take a look?",Database
"Question. Hi team, Pages and reports hang for ages before anything shows up. Please advise.",Network
"Request: the external monitor. Hi, The printer on the 2nd floor keeps jamming on every print job. Can you take a look?",Hardware
"disk encryption (BitLocker). Hi team, Disk encryption (bitlocker) is forcing a restart in the middle of meetings. Appreciate any help.",Endpoint Management
"Request: the timesheet tool. Hi team, The timesheet tool needs to be installed on my new laptop. This is blocking my work.",Applications
"Question. Good morning, It takes forever to load anything since this morning. Let me know what's needed.",Cloud & Infrastructure
"Urgent. Hello, My machine froze and now it won't boot properly. Please advise.",Hardware
"Issue with a stored procedure. We need an index added on the customer_id column, the report is unusable. Also, a stored procedure is throwing deadlock errors. Appreciate any help.",Database
"the CI/CD runner. Hello, The ci/cd runner won't scale up under load. Also, the CI/CD runner needs a new node pool added. When can this be fixed?",Cloud & Infrastructure
"Urgent: the shared mailbox. Good morning, The shared mailbox won't send messages and they stay in Outbox.",Email & Collaboration
"Urgent: my headset. Hi, My headset has several dead pixels. When can this be fixed?",Hardware
